status,product,area,update_dt,product_time,affiliation,factory_name,source,datadate
产沥青,160,山东,2018-05-31 16:30:27,周初恢复生产,地炼,京博石化,http://oil.chem99.com/news/28293643.html,2018-05-24
产沥青,160,山东,2018-05-31 16:30:27,5月中旬起恢复生产,地炼,中化弘润,http://oil.chem99.com/news/28293643.html,2018-05-24
未产,60,山东,2018-05-31 16:30:27,开工时间待定,地炼,岚桥石化,http://oil.chem99.com/news/28293643.html,2018-05-24
沥青停产,30,山东,2018-05-31 16:30:27,5月26日至6月12日,中石化,青岛炼化,http://oil.chem99.com/news/28293643.html,2018-05-24
停工,30,华南,2018-05-31 16:30:27,1月上旬-待定,地炼,海盛达,http://oil.chem99.com/news/28293643.html,2018-05-24
检修,60,华南,2018-05-31 16:30:27,5月14日起装置检修,地炼,华峰,http://oil.chem99.com/news/28293643.html,2018-05-24
检修,70,华东,2018-05-31 16:30:27,1月26日至6月检修,中石油,中油温州,http://oil.chem99.com/news/28293643.html,2018-05-24
产沥青,70,华东,2018-05-31 16:30:27,恢复沥青生产,中石化,上海石化,http://oil.chem99.com/news/28293643.html,2018-05-24
产沥青,160,华东,2018-05-31 16:30:27,恢复沥青生产,中石化,镇海炼化,http://oil.chem99.com/news/28293643.html,2018-05-24
停产,80,华东,2018-05-31 16:30:27,月底计划停工,地炼,金海宏业,http://oil.chem99.com/news/28293643.html,2018-05-24
产沥青,100,华北,2018-05-31 16:30:27,5月17日起正常销售,地炼,鑫海石化,http://oil.chem99.com/news/28293643.html,2018-05-24
扩产能,70,华北,2018-05-31 16:30:27,1月-8月,中石油,中油秦皇岛,http://oil.chem99.com/news/28293643.html,2018-05-24
开工,50,西北,2018-05-31 16:30:27,恢复沥青生产,中石化,塔河炼化,http://oil.chem99.com/news/28293643.html,2018-05-24
检修,110,西北,2018-05-31 16:30:27,8月2日至9月20日,中石油,克拉玛依,http://oil.chem99.com/news/28293643.html,2018-05-24
检修,100,东北,2018-05-31 16:30:27,5月25日起检修，为期20天,地炼,盘锦北沥,http://oil.chem99.com/news/28293643.html,2018-05-24
检修,60,东北,2018-05-31 16:30:27,6月计划检修，为期10天,中海油,中海油营口,http://oil.chem99.com/news/28293643.html,2018-05-24
,,华南,2018-05-31 16:30:29,,,,http://oil.chem99.com/news/28295134.html,2018-05-24
,,华东,2018-05-31 16:30:29,,,,http://oil.chem99.com/news/28295134.html,2018-05-24
,,山东,2018-05-31 16:30:29,,,,http://oil.chem99.com/news/28295134.html,2018-05-24
,,东北,2018-05-31 16:30:29,,,,http://oil.chem99.com/news/28295134.html,20status,product,area,update_dt,product_time,affiliation,factory_name,source,datadate
检修,60,华东,2018-05-31 16:55:12,6月初-7月中旬,中石油,中油兴能,http://oil.chem99.com/news/24831558.html,2017-05-18
3#常减压检修,90,华东,2018-05-31 16:55:12,4月12日-5月底,中石化,上海石化,http://oil.chem99.com/news/24831558.html,2017-05-18
停工,30,山东,2018-05-31 16:55:12,1月初-待定,地炼,东营东明,http://oil.chem99.com/news/24831558.html,2017-05-18
检修,120,山东,2018-05-31 16:55:12,5月15日-6月中旬,中石化,齐鲁石化,http://oil.chem99.com/news/24831558.html,2017-05-18
转产,100,山东,2018-05-31 16:55:12,5月上旬-5月22日,地炼,滨阳燃化,http://oil.chem99.com/news/24831558.html,2017-05-18
检修,250（常减压）,山东,2018-05-31 16:55:12,4月15日-待定,中海油,中海沥青,http://oil.chem99.com/news/24831558.html,2017-05-18
停工,60,华南,2018-05-31 16:55:12,16年9月中旬-2017年3月,地炼,珠海华峰,http://oil.chem99.com/news/24831558.html,2017-05-18
检查,120（常减压）,东北,2018-05-31 16:55:12,5月25日-6月25日,中石化,辽河石化,http://oil.chem99.com/news/24831558.html,2017-05-18
停工,30,山东,2018-05-31 16:55:15,1月初-待定,地炼,东营东明,http://oil.chem99.com/news/26359105.html,2017-10-26
检修,60,河北,2018-05-31 16:55:15,10月初-11月初,地炼,鑫海石化,http://oil.chem99.com/news/26359105.html,2017-10-26
停工,30,广东,2018-05-31 16:55:15,10月上旬-待定,地炼,海盛达,http://oil.chem99.com/news/26359105.html,2017-10-26
检修,60,江苏,2018-05-31 16:55:15,11月上旬-12月中旬,中海油,泰州石化,http://oil.chem99.com/news/26359105.html,2017-10-26
检修,70,河北,2018-05-31 16:55:15,检修推迟至2018年,中油,秦皇岛,http://oil.chem99.com/news/26359105.html,2017-10-26
,,华南,2018-05-31 16:55:17,,,,http://oil.chem99.com/news/27176834.html,2018-01-18
,,华东,2018-05-31 16:55:17,,,,http://oil.chem99.com/news/27176834.html,2018-01-18
,,山东,2018-05-31 16:55:17,,,,http://oil.chem99.com/news/27176834.html,2018-01-18
,,东北,2018-05-31 16:55:18,,,,http://oil.chem99.com/news/27176834.html,2018-01-18
,,西北,2018-05-31 16:55:18,,,,http://oil.chem99.com/news/27176834.html,2018-01-18
,,西南,2018-05-31 16:55:18,,,,http://oil.chem99.com/news/27176834.html,2018-01-18
停工,30,山东,2018-05-31 16:55:20,1月初-待定,地炼,东营东明,http://oil.chem99.com/news/27699085.html,2018-03-22
产渣油,170,山东,2018-05-31 16:55:20,推迟至4月1日转产沥青,地炼,东明石化,http://oil.chem99.com/news/27699085.html,2018-03-22
产沥青,110,山东,2018-05-31 16:55:20,4日起转沥青,地炼,滨阳燃化,http://oil.chem99.com/news/27699085.html,2018-03-22
产渣油,160,山东,2018-05-31 16:55:20,12月下旬起,地炼,中化弘润,http://oil.chem99.com/news/27699085.html,2018-03-22
产渣油,100,山东,2018-05-31 16:55:20,计划下周转产沥青,地炼,科力达,http://oil.chem99.com/news/27699085.html,2018-03-22
产沥青,60,山东,2018-05-31 16:55:20,给中油代加工，预计下周出产品,地炼,岚桥石化,http://oil.chem99.com/news/27699085.html,2018-03-22
停工,30,华南,2018-05-31 16:55:20,1月上旬-待定,地炼,海盛达,http://oil.chem99.com/news/27699085.html,2018-03-22
检修,40,西南,2018-05-31 16:55:20,1月15日至待定,中海油,中海四川,http://oil.chem99.com/news/27699085.html,2018-03-22
停产,80,华东,2018-05-31 16:55:20,1月8日至3月下旬,地炼,金海宏业,http://oil.chem99.com/news/27699085.html,2018-03-22
检修,70,华东,2018-05-31 16:55:20,1月26日至6月检修,中石油,中油温州,http://oil.chem99.com/news/27699085.html,2018-03-22
检修,75,华东,2018-05-31 16:55:20,2月1日-3月下旬,地炼,阿尔法,http://oil.chem99.com/news/27699085.html,2018-03-22
产渣油,100,华北,2018-05-31 16:55:20,11月中旬-2018年3月,地炼,鑫海石化,http://oil.chem99.com/news/27699085.html,2018-03-22
停工,50,华北,2018-05-31 16:55:20,月底有开工计划,地炼,凯意石化,http://oil.chem99.com/news/27699085.html,2018-03-22
扩产能,70,华北,2018-05-31 16:55:20,1月-6月,中石油,中油秦皇岛,http://oil.chem99.com/news/27699085.html,2018-03-22
停工,50,西北,2018-05-31 16:55:20,2月初停工，计划3月检修至4月底,中石化,塔河炼化,http://oil.chem99.com/news/27699085.html,2018-03-22
,,华南,2018-05-31 16:55:23,,,,http://oil.chem99.com/news/27770187.html,2018-03-29
,,华东,2018-05-31 16:55:23,,,,http://oil.chem99.com/news/27770187.html,2018-03-29
,,山东,2018-05-31 16:55:23,,,,http://oil.chem99.com/news/27770187.html,2018-03-29
,,东北,2018-05-31 16:55:23,,,,http://oil.chem99.com/news/27770187.html,2018-03-29
,,西北,2018-05-31 16:55:23,,,,http://oil.chem99.com/news/27770187.html,2018-03-29
,,西南,2018-05-31 16:55:23,,,,http://oil.chem99.com/news/27770187.html,2018-03-29
停工,30,山东,2018-05-31 16:55:25,1月初-待定,地炼,东营东明,http://oil.chem99.com/news/27770232.html,2018-03-29
产渣油,170,山东,2018-05-31 16:55:25,推迟至4月1日转产沥青,地炼,东明石化,http://oil.chem99.com/news/27770232.html,2018-03-29
产沥青,110,山东,2018-05-31 16:55:25,4日起转沥青,地炼,滨阳燃化,http://oil.chem99.com/news/27770232.html,2018-03-29
产沥青,160,山东,2018-05-31 16:55:25,转产沥青，预计下周出产品,地炼,中化弘润,http://oil.chem99.com/news/27770232.html,2018-03-29
产沥青,100,山东,2018-05-31 16:55:25,日产1000吨左右,地炼,科力达,http://oil.chem99.com/news/27770232.html,2018-03-29
产沥青,60,山东,2018-05-31 16:55:25,代加工，预计4月1日开工，计划量3万,地炼,岚桥石化,http://oil.chem99.com/news/27770232.html,2018-03-29
停工,30,华南,2018-05-31 16:55:25,1月上旬-待定,地炼,海盛达,http://oil.chem99.com/news/27770232.html,2018-03-29
检修,40,西南,2018-05-31 16:55:25,近期有开工计划,中海油,中海四川,http://oil.chem99.com/news/27770232.html,2018-03-29
停产,80,华东,2018-05-31 16:55:25,1月8日至4月中旬,地炼,金海宏业,http://oil.chem99.com/news/27770232.html,2018-03-29
检修,70,华东,2018-05-31 16:55:25,1月26日至6月检修,中石油,中油温州,http://oil.chem99.com/news/27770232.html,2018-03-29
检修,75,华东,2018-05-31 16:55:25,2月1日-4月中旬,地炼,阿尔法,http://oil.chem99.com/news/27770232.html,2018-03-29
产渣油,100,华北,2018-05-31 16:55:25,11月中旬-2018年4月下旬,地炼,鑫海石化,http://oil.chem99.com/news/27770232.html,2018-03-29
产沥青,50,华北,2018-05-31 16:55:25,26日起生产沥青,地炼,凯意石化,http://oil.chem99.com/news/27770232.html,2018-03-29
扩产能,70,华北,2018-05-31 16:55:25,1月-6月,中石油,中油秦皇岛,http://oil.chem99.com/news/27770232.html,2018-03-29
停工,50,西北,2018-05-31 16:55:25,2月初停工，计划3月检修至4月底,中石化,塔河炼化,http://oil.chem99.com/news/27770232.html,2018-03-29
,,华南,2018-05-31 16:55:28,,,,http://oil.chem99.com/news/27827419.html,2018-04-04
,,华东,2018-05-31 16:55:28,,,,http://oil.chem99.com/news/27827419.html,2018-04-04
,,山东,2018-05-31 16:55:28,,,,http://oil.chem99.com/news/27827419.html,2018-04-04
,,东北,2018-05-31 16:55:28,,,,http://oil.chem99.com/news/27827419.html,2018-04-04
,,西北,2018-05-31 16:55:28,,,,http://oil.chem99.com/news/27827419.html,2018-04-04
,,西南,2018-05-31 16:55:28,,,,http://oil.chem99.com/news/27827419.html,2018-04-04
停工,30,山东,2018-05-31 16:55:29,1月初-待定,地炼,东营东明,http://oil.chem99.com/news/27827453.html,2018-04-04
产沥青,170,山东,2018-05-31 16:55:29,4月1日转产沥青,地炼,东明石化,http://oil.chem99.com/news/27827453.html,2018-04-04
产沥青,110,山东,2018-05-31 16:55:30,4日起转沥青,地炼,滨阳燃化,http://oil.chem99.com/news/27827453.html,2018-04-04
产沥青,160,山东,2018-05-31 16:55:30,沥青生产计划推迟,地炼,中化弘润,http://oil.chem99.com/news/27827453.html,2018-04-04
产沥青,100,山东,2018-05-31 16:55:30,4月计划量3-4万吨,地炼,科力达,http://oil.chem99.com/news/27827453.html,2018-04-04
产沥青,60,山东,2018-05-31 16:55:30,开工时间待定，4月计划量3万,地炼,岚桥石化,http://oil.chem99.com/news/27827453.html,2018-04-04
停工,30,华南,2018-05-31 16:55:30,1月上旬-待定,地炼,海盛达,http://oil.chem99.com/news/27827453.html,2018-04-04
检修,40,西南,2018-05-31 16:55:30,清明节后有开工计划,中海油,中海四川,http://oil.chem99.com/news/27827453.html,2018-04-04
停产,80,华东,2018-05-31 16:55:30,1月8日至4月中旬,地炼,金海宏业,http://oil.chem99.com/news/27827453.html,2018-04-04
检修,70,华东,2018-05-31 16:55:30,1月26日至6月检修,中石油,中油温州,http://oil.chem99.com/news/27827453.html,2018-04-04
开工,75,华东,2018-05-31 16:55:30,4月3日开工产沥青,地炼,阿尔法,http://oil.chem99.com/news/27827453.html,2018-04-04
产渣油,100,华北,2018-05-31 16:55:30,11月中旬-2018年4月下旬,地炼,鑫海石化,http://oil.chem99.com/news/27827453.html,2018-04-04
产沥青,50,华北,2018-05-31 16:55:30,26日起生产沥青,地炼,凯意石化,http://oil.chem99.com/news/27827453.html,2018-04-04
扩产能,70,华北,2018-05-31 16:55:30,1月-6月,中石油,中油秦皇岛,http://oil.chem99.com/news/27827453.html,2018-04-04
停工,50,西北,2018-05-31 16:55:30,2月初停工，计划3月检修至4月底,中石化,塔河炼化,http://oil.chem99.com/news/27827453.html,2018-04-04
,,华南,2018-05-31 16:55:32,,,,http://oil.chem99.com/news/27897024.html,2018-04-12
,,华东,2018-05-31 16:55:32,,,,http://oil.chem99.com/news/27897024.html,2018-04-12
,,山东,2018-05-31 16:55:32,,,,http://oil.chem99.com/news/27897024.html,2018-04-12
,,东北,2018-05-31 16:55:32,,,,http://oil.chem99.com/news/27897024.html,2018-04-12
,,西北,2018-05-31 16:55:32,,,,http://oil.chem99.com/news/27897024.html,2018-04-12
,,西南,2018-05-31 16:55:32,,,,http://oil.chem99.com/news/27897024.html,2018-04-12
,,华南,2018-05-31 16:55:33,,,,http://oil.chem99.com/news/27964737.html,2018-04-19
,,华东,2018-05-31 16:55:33,,,,http://oil.chem99.com/news/27964737.html,2018-04-19
,,山东,2018-05-31 16:55:33,,,,http://oil.chem99.com/news/27964737.html,2018-04-19
,,东北,2018-05-31 16:55:33,,,,http://oil.chem99.com/news/27964737.html,2018-04-19
,,西北,2018-05-31 16:55:33,,,,http://oil.chem99.com/news/27964737.html,2018-04-19
,,西南,2018-05-31 16:55:34,,,,http://oil.chem99.com/news/27964737.html,2018-04-19
停工,30,山东,2018-05-31 16:55:36,1月初-待定,地炼,东营东明,http://oil.chem99.com/news/27964803.html,2018-04-19
产沥青,170,山东,2018-05-31 16:55:36,4月1日转产沥青,地炼,东明石化,http://oil.chem99.com/news/27964803.html,2018-04-19
产沥青,110,山东,2018-05-31 16:55:36,17日起转产沥青,地炼,滨阳燃化,http://oil.chem99.com/news/27964803.html,2018-04-19
产沥青,160,山东,2018-05-31 16:55:36,沥青生产计划推迟,地炼,中化弘润,http://oil.chem99.com/news/27964803.html,2018-04-19
产沥青,100,山东,2018-05-31 16:55:36,4月计划量3-4万吨,地炼,科力达,http://oil.chem99.com/news/27964803.html,2018-04-19
产沥青,60,山东,2018-05-31 16:55:36,开工时间待定，4月计划量3万,地炼,岚桥石化,http://oil.chem99.com/news/27964803.html,2018-04-19
停工,30,华南,2018-05-31 16:55:36,1月上旬-待定,地炼,海盛达,http://oil.chem99.com/news/27964803.html,2018-04-19
产沥青,40,西南,2018-05-31 16:55:36,装置开工，本周正常出货,中海油,中海四川,http://oil.chem99.com/news/27964803.html,2018-04-19
产沥青,80,华东,2018-05-31 16:55:36,4月10日开工产沥青,地炼,金海宏业,http://oil.chem99.com/news/27964803.html,2018-04-19
检修,70,华东,2018-05-31 16:55:36,1月26日至6月检修,中石油,中油温州,http://oil.chem99.com/news/27964803.html,2018-04-19
开工,75,华东,2018-05-31 16:55:36,4月3日开工产沥青,地炼,阿尔法,http://oil.chem99.com/news/27964803.html,2018-04-19
产渣油,100,华北,2018-05-31 16:55:36,11月中旬-2018年4月下旬,地炼,鑫海石化,http://oil.chem99.com/news/27964803.html,2018-04-19
产沥青,50,华北,2018-05-31 16:55:36,3月26日起生产沥青,地炼,凯意石化,http://oil.chem99.com/news/27964803.html,2018status,product,area,update_dt,product_time,affiliation,factory_name,source,datadate
停工,30,山东,2018-05-31 18:56:31,1月初-待定,地炼,东营东明,http://oil.chem99.com/news/28293643.html,2018-05-24
产渣油,170,山东,2018-05-31 18:56:31,5月26日起转产沥青,地炼,东明石化,http://oil.chem99.com/news/28293643.html,2018-05-24
产沥青,110,山东,2018-05-31 18:56:31,5月14日起转产沥青,地炼,滨阳燃化,http://oil.chem99.com/news/28293643.html,2018-05-24
产沥青,160,山东,2018-05-31 18:56:31,周初恢复生产,地炼,京博石化,http://oil.chem99.com/news/28293643.html,2018-05-24
产沥青,160,山东,2018-05-31 18:56:31,5月中旬起恢复生产,地炼,中化弘润,http://oil.chem99.com/news/28293643.html,2018-05-24
未产,60,山东,2018-05-31 18:56:31,开工时间待定,地炼,岚桥石化,http://oil.chem99.com/news/28293643.html,2018-05-24
沥青停产,30,山东,2018-05-31 18:56:31,5月26日至6月12日,中石化,青岛炼化,http://oil.chem99.com/news/28293643.html,2018-05-24
停工,30,华南,2018-05-31 18:56:31,1月上旬-待定,地炼,海盛达,http://oil.chem99.com/news/28293643.html,2018-05-24
检修,60,华南,2018-05-31 18:56:31,5月14日起装置检修,地炼,华峰,http://oil.chem99.com/news/28293643.html,2018-05-24
检修,70,华东,2018-05-31 18:56:31,1月26日至6月检修,中石油,中油温州,http://oil.chem99.com/news/28293643.html,2018-05-24
产沥青,70,华东,2018-05-31 18:56:31,恢复沥青生产,中石化,上海石化,http://oil.chem99.com/news/28293643.html,2018-05-24
产沥青,160,华东,2018-05-31 18:56:31,恢复沥青生产,中石化,镇海炼化,http://oil.chem99.com/news/28293643.html,2018-05-24
停产,80,华东,2018-05-31 18:56:31,月底计划停工,地炼,金海宏业,http://oil.chem99.com/news/28293643.html,2018-05-24
产沥青,100,华北,2018-05-31 18:56:31,5月17日起正常销售,地炼,鑫海石化,http://oil.chem99.com/news/28293643.html,2018-05-24
扩产能,70,华北,2018-05-31 18:56:31,1月-8月,中石油,中油秦皇岛,http://oil.chem99.com/news/28293643.html,2018-05-24
开工,50,西北,2018-05-31 18:56:31,恢复沥青生产,中石化,塔河炼化,http://oil.chem99.com/news/28293643.html,2018-05-24
检修,110,西北,2018-05-31 18:56:31,8月2日至9月20日,中石油,克拉玛依,http://oil.chem99.com/news/28293643.html,2018-05-24
检修,100,东北,2018-05-31 18:56:31,5月25日起检修，为期20天,地炼,盘锦北沥,http://oil.chem99.com/news/28293643.html,2018-05-24
检修,60,东北,2018-05-31 18:56:31,6月计划检修，为期10天,中海油,中海油营口,http://oil.chem99.com/news/28293643.html,2018-05-24
,,华南,2018-05-31 18:56:38,,,,http://oil.chem99.com/news/28295134.html,2018-05-24
,,华东,2018-05-31 18:56:38,,,,http://oil.chem99.com/news/28295134.html,2018-05-24
,,山东,2018-05-31 18:56:38,,,,http://oil.chem99.com/news/28295134.html,2018-05-24
,,东北,2018-05-31 18:56:38,,,,http://oil.chem99.com/news/28295134.html,2018-05-24
,,西北,2018-05-31 18:56:38,,,,http://oil.chem99.com/news/28295134.html,2018-05-24
,,西南,2018-05-31 18:56:38,,,,http://oil.chem99.com/news/28295134.html,2018-05-24
停工,30,山东,2018-05-31 18:56:45,1月初-待定,地炼,东营东明,http://oil.chem99.com/news/28361360.html,2018-05-31
产渣油,170,山东,2018-05-31 18:56:45,5月30日起转渣油，计划6月10日转沥青,地炼,东明石化,http://oil.chem99.com/news/28361360.html,2018-05-31
产沥青,110,山东,2018-05-31 18:56:45,6月中下旬装置检修,地炼,滨阳燃化,http://oil.chem99.com/news/28361360.html,2018-05-31
产沥青,160,山东,2018-05-31 18:56:45,5月下旬起恢复生产,地炼,京博石化,http://oil.chem99.com/news/28361360.html,2018-05-31
产沥青,160,山东,2018-05-31 18:56:45,5月中旬起恢复生产,地炼,中化弘润,http://oil.chem99.com/news/28361360.html,2018-05-31
产沥青,60,山东,2018-05-31 18:56:45,6月沥青计划量3万吨,地炼,岚桥石化,http://oil.chem99.com/news/28361360.html,2018-05-31
沥青停产,30,山东,2018-05-31 18:56:45,5月26日至6月12日,中石化,青岛炼化,http://oil.chem99.com/news/28361360.html,2018-05-31
停工,30,华南,2018-05-31 18:56:45,1月上旬-待定,地炼,海盛达,http://oil.chem99.com/news/28361360.html,2018-05-31
检修,60,华南,2018-05-31 18:56:45,5月14日起装置检修，计划6月10日开工,地炼,华峰,http://oil.chem99.com/news/28361360.html,2018-05-31
检修,70,华东,2018-05-31 18:56:45,1月26日至6月检修,中石油,中油温州,http://oil.chem99.com/news/28361360.html,2018-05-31
产沥青,70,华东,2018-05-31 18:56:45,恢复沥青生产,中石化,上海石化,http://oil.chem99.com/news/28361360.html,2018-05-31
产沥青,160,华东,2018-05-31 18:56:45,恢复沥青生产,中石化,镇海炼化,http://oil.chem99.com/news/28361360.html,2018-05-31
停产,80,华东,2018-05-31 18:56:45,6月计划停工,地炼,金海宏业,http://oil.chem99.com/news/28361360.html,2018-05-31
产沥青,100,华北,2018-05-31 18:56:45,5月17日起正常销售,地炼,鑫海石化,http://oil.chem99.com/news/28361360.html,2018-05-31
扩产能,70,华北,2018-05-31 18:56:45,1月-8月,中石油,中油秦皇岛,http://oil.chem99.com/news/28361360.html,2018-05-31
开工,50,西北,2018-05-31 18:56:46,恢复沥青生产,中石化,塔河炼化,http://oil.chem99.com/news/28361360.html,2018-05-31
检修,110,西北,2018-05-31 18:56:46,8月2日至9月20日,中石油,克拉玛依,http://oil.chem99.com/news/28361360.html,2018-05-31
检修,100,东北,2018-05-31 18:56:46,5月25日起检修，为期20天,地炼,盘锦北沥,http://oil.chem99.com/news/28361360.html,2018-05-31
检修,60,东北,2018-05-31 18:56:46,6月计划检修，为期10天,中海油,中海油营口,http://oil.chem99.com/news/28361360.html,2018-05-31
,,华南,2018-05-31 18:56:52,,,,http://oil.chem99.com/news/28363451.html,2018-05-31
,,华东,2018-05-31 18:56:52,,,,http://oil.chem99.com/news/28363451.html,2018-05-31
,,山东,2018-05-31 18:56:52,,,,http://oil.chem99.com/news/28363451.html,2018-05-31
,,东北,2018-05-31 18:56:53,,,,http://oil.chem99.com/news/28363451.html,2018-05-31
,,西北,2018-05-31 18:56:53,,,,http://oil.chem99.com/news/28363451.html,2018-05-31
,,西南,2018-05-31 18:56:53,,,,http://oil.chem99.com/news/28363451.html,2018-05-31
,,华南,2018-05-31 18:56:59,,,,http://oil.chem99.com/news/27964737.html,2018-04-19
,,华东,2018-05-31 18:56:59,,,,http://oil.chem99.com/news/27964737.html,2018-04-19
,,山东,2018-05-31 18:56:59,,,,http://oil.chem99.com/news/27964737.html,2018-04-19
,,东北,2018-05-31 18:56:59,,,,http://oil.chem99.com/news/27964737.html,2018-04-19
,,西北,2018-05-31 18:56:59,,,,http://oil.chem99.com/news/27964737.html,2018-04-19
,,西南,2018-05-31 18:56:59,,,,http://oil.chem99.com/news/27964737.html,2018-04-19
停工,30,山东,2018-05-31 18:57:06,1月初-待定,地炼,东营东明,http://oil.chem99.com/news/27964803.html,2018-04-19
产沥青,170,山东,2018-05-31 18:57:06,4月1日转产沥青,地炼,东明石化,http://oil.chem99.com/news/27964803.html,2018-04-19
产沥青,110,山东,2018-05-31 18:57:06,17日起转产沥青,地炼,滨阳燃化,http://oil.chem99.com/news/27964803.html,2018-04-19
产沥青,160,山东,2018-05-31 18:57:06,沥青生产计划推迟,地炼,中化弘润,http://oil.chem99.com/news/27964803.html,2018-04-19
